@relation activity_recognition_labeled-weka.filters.unsupervised.attribute.Remove-R3-32-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Remove-R4-6-weka.filters.unsupervised.attribute.Remove-R10

@attribute XAVG numeric
@attribute YAVG numeric
@attribute ZAVG numeric
@attribute XABSOLDEV numeric
@attribute YABSOLDEV numeric
@attribute ZABSOLDEV numeric
@attribute XSTANDDEV numeric
@attribute YSTANDDEV numeric
@attribute ZSTANDDEV numeric
@attribute class {Walking,Jogging,Upstairs,Downstairs,Sitting,Standing}

@data
0,7.78,3.36,2.49,4.13,2.51,3.42,5.48,3.42,Downstairs
0,2.96,1.21,1,2.37,1.05,3.79,7.66,3.79,Downstairs
0,8.53,2.77,1.86,5.53,2.54,2.43,6.72,2.43,Upstairs
0,8.87,2.76,2,4.86,2.45,2.58,6.34,2.58,Upstairs
0,8.91,2.81,1.86,2.76,2.23,2.34,3.68,2.34,Upstairs
0,8.71,2.61,1.29,2.25,1.91,1.73,2.93,1.73,Upstairs
0,8.72,2.58,1.32,2.25,2.07,1.69,2.94,1.69,Upstairs
0,8.53,2.62,1.61,2.15,2.06,2.02,2.81,2.02,Upstairs
0,2.37,0.68,0.81,1.69,0.62,3.22,6.43,3.22,Upstairs
0,8.77,2.77,1.94,3.33,1.58,2.52,4.08,2.52,Downstairs
0,8.64,2.6,2.06,3.6,1.62,2.69,4.37,2.69,Downstairs
0,8.62,2.26,1.88,3.63,1.75,2.58,4.48,2.58,Downstairs
0,8.97,2.53,1.9,3.83,1.59,2.54,4.69,2.54,Downstairs
0,8.71,2.44,2.15,3.35,1.61,2.81,4.15,2.81,Downstairs
0,6.2,1.88,1.28,2.91,1.24,2.37,5.08,2.37,Downstairs
0,8.75,2.71,1.66,2.39,1.85,2.11,3.06,2.11,Upstairs
0,8.85,2.47,1.61,2.42,2.04,2.04,3.12,2.04,Upstairs
0,8.54,3.02,1.47,2.5,2.38,1.87,3.23,1.87,Upstairs
0,8.55,2.71,1.58,2.68,1.92,2.05,3.4,2.05,Upstairs
0,8.66,2.65,1.41,2.73,2.04,1.85,3.46,1.85,Upstairs
0,8.75,2.65,1.54,2.48,2.24,2.06,3.14,2.06,Upstairs
0,7.73,2.18,1.38,2.01,1.44,2.03,2.99,2.03,Upstairs
0,8.44,2.82,2.1,3.08,1.68,2.63,3.86,2.63,Downstairs
0,8.29,2.37,1.95,3.58,1.72,2.59,4.49,2.59,Downstairs
0,8.7,2.36,2.11,3.88,1.84,2.9,4.64,2.9,Downstairs
0,8.17,2.84,2.41,3.95,2.07,3.18,4.89,3.18,Downstairs
0,8.04,3.17,2.8,3.9,2.3,3.62,5.11,3.62,Downstairs
0,2.34,0.78,0.51,1.86,0.72,2.56,7.5,2.56,Downstairs
0,9.24,0.28,1.74,3.97,2.6,2.22,4.73,2.22,Walking
0,9.46,0.4,1.61,3.39,2.23,2.02,4.07,2.02,Walking
0,9.39,0.62,1.73,3.56,2.28,2.25,4.24,2.25,Walking
0,9.55,0.84,2.07,3.5,2.61,2.62,4.17,2.62,Walking
0,9.33,0.78,2.37,3.39,2.52,2.97,4.12,2.97,Walking
0,9.25,0.85,2.81,3.51,2.64,3.5,4.17,3.5,Walking
0,9.27,0.78,3.14,3.52,2.64,3.72,4.2,3.72,Walking
0,9.23,1.01,3.24,3.78,2.86,4,4.48,4,Walking
0,9.02,0.32,3.44,3.83,2.4,4.31,4.53,4.31,Walking
0,9.11,0.36,3.34,3.57,2.44,4.04,4.24,4.04,Walking
0,9.19,1.2,3.41,2.99,2.76,4,3.58,4,Walking
0,8.96,0.96,3.69,3.37,2.61,4.45,4.06,4.45,Walking
0,9.18,0.99,3.61,4.06,3.01,4.6,4.85,4.6,Walking
0,9.11,0.95,3.91,3.7,2.85,4.65,4.55,4.65,Walking
0,8.83,0.84,3.95,3.67,2.8,4.67,4.32,4.67,Walking
0,9.02,0.54,3.91,3.93,2.5,4.62,4.76,4.62,Walking
0,8.89,0.64,4.16,4.24,2.72,5.05,5.05,5.05,Walking
0,8.76,0.83,4.09,4.09,2.84,4.85,4.85,4.85,Walking
0,8.72,0.42,4.01,3.69,2.26,4.66,4.34,4.66,Walking
0,8.61,0.48,4.1,4.01,2.35,4.83,4.72,4.83,Walking
0,8.73,0.84,4.17,3.57,2.52,4.72,4.24,4.72,Walking
0,8.91,1.03,4.16,3.61,2.79,4.74,4.37,4.74,Walking
0,8.9,0.89,4.42,4.03,3.09,5.14,4.71,5.14,Walking
0,8.67,0.51,4.31,3.98,2.76,5.02,4.74,5.02,Walking
0,8.66,0.84,4.32,3.83,2.75,5,4.51,5,Walking
0,8.71,0.85,4.24,3.6,2.67,4.89,4.28,4.89,Walking
0,8.74,0.72,4.3,3.78,2.44,4.96,4.49,4.96,Walking
0,8.64,0.55,4.36,3.83,2.57,5.2,4.57,5.2,Walking
0,8.82,0.64,4.52,4.18,3.37,5.38,4.94,5.38,Walking
0,8.8,0.45,4.62,4.19,3.08,5.56,4.89,5.56,Walking
0,8.62,0.83,4.45,3.72,2.81,5.22,4.51,5.22,Walking
0,8.76,0.96,4.69,3.61,2.79,5.47,4.39,5.47,Walking
0,8.57,0.9,4.63,3.8,2.54,5.54,4.49,5.54,Walking
0,0.77,-0.08,0.63,0.7,0.23,6.91,7.89,6.91,Walking
0,6.54,0.83,8.1,6.98,4.81,10.52,7.93,10.52,Jogging
0,1.11,0.41,10.02,3.86,5.39,12.06,5.04,12.06,Jogging
0,0.11,-0.15,10.38,3.84,5.45,12.35,5.2,12.35,Jogging
0,-0.08,0.01,10.15,3.6,5.25,12.29,4.97,12.29,Jogging
0,-0.33,-0.22,10.03,3.92,5.4,12.08,5.23,12.08,Jogging
0,0.02,0.63,10.17,3.72,5.08,12.29,4.79,12.29,Jogging
0,-0.52,0.21,9.87,3.62,5.62,11.92,4.86,11.92,Jogging
0,-0.25,0.24,10.06,3.69,5.52,12.07,4.99,12.07,Jogging
0,-0.06,0.63,10.09,3.83,5.42,12.12,4.97,12.12,Jogging
0,-0.32,0.19,10.09,3.76,5.32,12.03,4.92,12.03,Jogging
0,0.05,0.53,10.48,3.49,4.76,12.52,4.44,12.52,Jogging
0,-0.22,0.25,10.23,3.4,5.13,12.18,4.42,12.18,Jogging
0,-0.05,0.39,10.7,3.85,5.26,12.72,5.22,12.72,Jogging
0,-0.29,0.17,10.19,3.92,5.21,12.2,5.3,12.2,Jogging
0,-0.36,0.09,10.16,3.83,5.37,12.21,5.17,12.21,Jogging
0,-0.24,0.55,10.22,3.43,4.98,12.33,4.58,12.33,Jogging
0,0.11,0.43,10.56,3.86,4.95,12.63,5.07,12.63,Jogging
0,-0.03,0.16,10.08,4.08,5.52,12.15,5.38,12.15,Jogging
0,-0.31,0.03,10.15,4.24,5.69,12.16,5.89,12.16,Jogging
0,-0.51,0.2,9.68,3.72,5.42,11.79,5.12,11.79,Jogging
0,-0.17,0.08,10.24,3.86,5.51,12.29,5.17,12.29,Jogging
0,-0.52,0.02,10.25,3.83,5.42,12.28,5.08,12.28,Jogging
0,-0.47,-0.4,10.26,4.07,5.48,12.28,5.42,12.28,Jogging
0,-0.33,0.11,10.23,3.64,5.59,12.3,4.9,12.3,Jogging
0,-0.54,-0.02,9.87,3.62,5.53,11.88,4.85,11.88,Jogging
0,-0.02,0.84,10.09,3.6,5.38,12.09,4.76,12.09,Jogging
0,-0.4,0.18,9.95,3.7,5.22,11.99,4.96,11.99,Jogging
0,-0.2,0.71,10.69,3.72,5.48,12.59,4.83,12.59,Jogging
0,-0.33,0.08,9.97,3.86,5.75,12.06,5.06,12.06,Jogging
0,-0.33,0.3,10.42,3.41,5.06,12.44,4.35,12.44,Jogging
0,-0.2,0.2,10.09,3.76,5.07,12.15,5.03,12.15,Jogging
0,-0.27,0.3,10.13,3.77,5.4,12.24,5.17,12.24,Jogging
0,-0.46,0.1,10.03,3.71,5.36,12.22,5.3,12.22,Jogging
0,-0.56,-0.18,9.87,4,5.1,11.96,5.53,11.96,Jogging
0,-0.14,0.34,9.97,4.12,5.24,12.07,5.75,12.07,Jogging
0,-0.06,0.64,7.63,2.59,3.56,12.15,4.89,12.15,Jogging
0,8,1.11,4.82,3.24,2.65,5.67,4.06,5.67,Walking
0,7.51,0.43,5.82,3.08,2.21,6.86,3.97,6.86,Walking
0,7.43,0.53,5.77,3.25,2.62,6.76,4.16,6.76,Walking
0,7.5,0.54,5.95,3.38,2.45,7,4.3,7,Walking
0,7.16,0.42,6.12,2.93,2.35,7.04,3.72,7.04,Walking
0,7.18,0.38,5.99,3.2,2.68,7.07,4.05,7.07,Walking
0,7.3,0.41,6.38,3.13,2.81,7.33,3.95,7.33,Walking
0,7.18,0.21,6.33,3.37,2.87,7.4,4.24,7.4,Walking
0,7.22,0.35,6.55,3.17,2.77,7.56,4.04,7.56,Walking
0,6.83,0.57,6.44,3.19,2.81,7.58,4.02,7.58,Walking
0,6.9,0.64,6.48,2.99,2.7,7.55,3.84,7.55,Walking
0,6.82,0.4,6.58,3.67,2.74,7.84,4.63,7.84,Walking
0,6.75,0.6,6.84,2.88,2.5,7.89,3.8,7.89,Walking
0,6.82,0.46,6.59,3.13,2.58,7.76,3.99,7.76,Walking
0,6.74,0.53,6.66,2.96,2.46,7.79,3.83,7.79,Walking
0,6.78,0.38,6.84,3.21,2.42,7.97,4.12,7.97,Walking
0,6.89,0.63,6.94,3.16,2.63,8.1,4.08,8.1,Walking
0,6.98,0.56,6.93,3.47,2.74,8.12,4.43,8.12,Walking
0,6.65,0.45,7.06,3.04,2.76,8.2,3.95,8.2,Walking
0,6.69,0.42,6.81,3.13,2.89,7.95,3.95,7.95,Walking
0,6.5,0.33,6.97,3.08,2.8,8.15,4.02,8.15,Walking
0,6.68,0.53,6.87,3.18,2.73,8.07,4.08,8.07,Walking
0,6.48,0.43,7.11,3.32,2.42,8.34,4.16,8.34,Walking
0,6.56,0.57,7.1,2.98,2.75,8.24,3.8,8.24,Walking
0,6.52,0.69,7.18,3.07,2.73,8.44,3.91,8.44,Walking
0,6.24,0.66,7.19,2.87,2.62,8.41,3.66,8.41,Walking
0,6.17,0.17,7.19,3.13,2.88,8.44,3.95,8.44,Walking
0,6.17,0.3,7.61,3.17,2.93,8.76,3.81,8.76,Walking
0,6.14,0.51,7.38,3.34,3.1,8.59,4.12,8.59,Walking
0,5.72,0.41,7.66,2.98,2.8,8.83,3.8,8.83,Walking
0,3.18,0.34,4.22,1.85,1.45,8.91,4.45,8.91,Walking
0,8.01,1.01,3.81,8.01,4.14,5.03,8.99,5.03,Jogging
0,8.62,0.77,2.7,8.01,4.32,3.84,9.02,3.84,Jogging
0,8.89,0.78,2.61,7.98,4.05,3.56,8.97,3.56,Jogging
0,9.21,0.61,2.81,8.09,4.35,3.7,9.17,3.7,Jogging
0,8.96,0.61,2.79,8.02,4.09,3.63,9.1,3.63,Jogging
0,9.31,0.7,2.63,7.73,4.1,3.44,8.81,3.44,Jogging
0,9.05,0.95,2.62,7.73,4,3.68,8.81,3.68,Jogging
0,8.73,0.46,2.72,8,3.88,3.62,9.07,3.62,Jogging
0,9.08,0.64,2.69,7.82,3.9,3.54,8.98,3.54,Jogging
0,8.64,0.68,3.22,7.77,4.21,4.17,8.89,4.17,Jogging
0,9.25,0.87,2.85,7.56,3.89,3.77,8.77,3.77,Jogging
0,8.93,0.74,2.94,8.24,4.12,3.9,9.38,3.9,Jogging
0,8.56,0.72,3.12,8.28,4.18,4.21,9.4,4.21,Jogging
0,8.97,0.94,2.8,7.81,3.77,3.76,9.07,3.76,Jogging
0,8.91,1.29,3.79,7.94,4.23,5.4,9.02,5.4,Jogging
0,8.68,1.13,4.77,7.51,4.24,6.5,8.73,6.5,Jogging
0,8.64,1.3,5.22,7.95,3.9,6.87,8.88,6.87,Jogging
0,8.67,0.85,6.38,7.7,4.23,8.18,8.91,8.18,Jogging
0,2.12,0.48,1.63,1.83,0.82,8.21,8.75,8.21,Jogging
0,0.19,9.68,1.53,0.05,0.03,1.55,0.22,1.55,Sitting
0,0.22,9.65,1.53,0.03,0.03,1.53,0.06,1.53,Sitting
0,0.23,9.66,1.49,0.03,0.02,1.49,0.05,1.49,Sitting
0,0.04,9.67,1.4,0.11,0.03,1.4,0.14,1.4,Sitting
0,-0.05,9.68,1.33,0.02,0.03,1.34,0.04,1.34,Sitting
0,-0.05,9.69,1.28,0.05,0.03,1.28,0.08,1.28,Sitting
0,-0.12,9.71,1.12,0.06,0.03,1.13,0.08,1.13,Sitting
0,-0.01,0.97,0.12,0.01,0.87,1.31,0.19,1.31,Sitting
0,9.44,-0.07,0.96,0.08,0.17,1,0.14,1,Standing
0,9.41,-0.4,0.99,0.04,0.07,0.99,0.05,0.99,Standing
0,9.4,-0.45,1.03,0.03,0.06,1.03,0.04,1.03,Standing
0,9.41,-0.47,1.05,0.04,0.06,1.05,0.06,1.05,Standing
0,9.4,-0.49,1.05,0.04,0.08,1.06,0.06,1.06,Standing
0,9.41,-0.4,1.11,0.03,0.07,1.12,0.04,1.12,Standing
0,9.4,-0.34,1.12,0.06,0.13,1.13,0.12,1.13,Standing
0,9.41,-0.34,1.07,0.05,0.13,1.08,0.11,1.08,Standing
0,9.41,-0.41,1.09,0.03,0.06,1.1,0.05,1.1,Standing
0,9.41,-0.41,1.1,0.05,0.07,1.11,0.1,1.11,Standing
0,9.41,-0.43,1.08,0.04,0.06,1.09,0.05,1.09,Standing
0,9.42,-0.39,1.11,0.03,0.05,1.11,0.04,1.11,Standing
0,9.43,-0.41,1.1,0.03,0.05,1.1,0.04,1.1,Standing
0,9.42,-0.39,1.11,0.03,0.05,1.12,0.05,1.12,Standing
0,7.34,2.42,6.21,5.62,3.34,7.75,6.68,7.75,Upstairs
0,6.49,2.06,7.21,4.58,3.27,8.87,5.72,8.87,Upstairs
0,5.95,1.63,8.34,4.24,3.42,10.03,5.36,10.03,Upstairs
0,4.64,1.92,8.32,3.81,3.35,10.06,4.83,10.06,Upstairs
0,2.12,1.35,4.95,1.83,1.69,10.7,4.15,10.7,Upstairs
0,7.55,2.49,4.96,3.89,2.55,5.86,4.9,5.86,Downstairs
0,7.14,2.38,5.42,4.27,2.98,6.45,5.39,6.45,Downstairs
0,7.31,2.58,5.12,4.62,3.61,6.17,5.67,6.17,Downstairs
0,7.28,2.55,4.75,4.47,3.34,5.87,5.71,5.87,Downstairs
0,8.18,2.29,2.65,6.09,3.25,3.69,7.06,3.69,Upstairs
0,7.06,1.48,4.61,5.54,3.05,6.42,6.7,6.42,Upstairs
0,6.71,1.64,6.36,5,2.97,8.05,6.1,8.05,Upstairs
0,7.1,1.5,6.12,5.91,2.91,8.03,6.97,8.03,Upstairs
0,2.12,0.24,1.37,1.9,0.54,6.47,8.84,6.47,Upstairs
0,8.08,2.82,3.72,4.32,3.27,4.99,5.28,4.99,Downstairs
0,9.11,2.29,2.69,4.62,3.58,3.48,5.54,3.48,Downstairs
0,8.72,2.51,2.75,4.88,3.39,3.54,5.78,3.54,Downstairs
0,6.74,1.55,1.78,3.89,2.79,2.97,5.97,2.97,Downstairs
0,7.37,1.95,4.93,6.16,3.67,6.65,7.26,6.65,Upstairs
0,8.02,1.94,5.17,5.51,3.21,6.69,6.47,6.69,Upstairs
0,8.16,1.41,5.99,5.52,3.17,7.42,6.46,7.42,Upstairs
0,7.87,1.83,5.39,6.07,3.33,7.41,7.1,7.41,Upstairs
0,1.92,0.54,1.14,1.86,0.68,6.81,9.7,6.81,Upstairs
0,7.34,2.9,6.34,4.2,3.35,7.76,5.06,7.76,Downstairs
0,7.36,2.28,6.21,4.07,3.3,7.66,4.97,7.66,Downstairs
0,7.13,2.1,6.5,3.67,3.8,7.92,4.52,7.92,Downstairs
0,7.09,2.04,5.59,4.05,3.38,6.93,5.06,6.93,Downstairs
0,0.03,0,0.04,0.03,0,7.55,7.15,7.55,Downstairs
0,7.01,1.21,4.26,6.64,3.5,6.11,7.53,6.11,Upstairs
0,7.48,1.07,4.56,5.9,2.76,6.19,6.96,6.19,Upstairs
0,7.9,1.28,3.78,5.84,2.65,5.31,6.88,5.31,Upstairs
0,5.08,0.83,2.51,4.06,1.7,5.53,7.68,5.53,Upstairs
0,8.12,2.22,3.6,4.27,3.3,4.79,5.19,4.79,Downstairs
0,8.09,2.44,4.76,4.48,3.22,6.05,5.48,6.05,Downstairs
0,7.93,1.94,4.14,3.78,3.47,5.17,4.68,5.17,Downstairs
0,8.6,1.8,4.2,3.1,2.08,4.89,4.08,4.89,Downstairs
0,4.87,1.42,2.8,2.63,1.92,6.37,5.89,6.37,Downstairs
0,10.04,-1.33,1.05,1.69,1.15,1.35,2.04,1.35,Upstairs
0,10.07,-1.63,1.04,1.74,1.05,1.36,2.13,1.36,Upstairs
0,10.09,-2.01,1.09,1.82,1.01,1.37,2.24,1.37,Upstairs
0,10.05,-2.45,1.04,2.07,0.99,1.37,2.48,1.37,Upstairs
0,9.92,-2.37,0.96,1.98,1.08,1.25,2.48,1.25,Upstairs
0,9.87,-2.72,1.02,2.13,1,1.35,2.69,1.35,Upstairs
0,5.03,-1.41,0.63,2.49,0.73,1.63,5.81,1.63,Upstairs
0,10.02,-1.58,1.04,1.55,1.06,1.31,2.02,1.31,Downstairs
0,10.07,-1.53,1.35,1.61,1.23,1.7,1.99,1.7,Downstairs
0,10.02,-1.41,1.58,1.88,1.31,1.94,2.37,1.94,Downstairs
0,9.96,-1.46,1.58,1.69,1.22,1.93,2.12,1.93,Downstairs
0,10.06,-1.57,1.77,2.16,1.39,2.25,2.68,2.25,Downstairs
0,6.14,-0.91,1.17,2.43,0.89,2.36,5.07,2.36,Downstairs
0,10.04,-1.38,1.03,2.02,0.96,1.31,2.51,1.31,Upstairs
0,10.04,-1.51,1.15,1.74,1.1,1.47,2.16,1.47,Upstairs
0,10.04,-1.85,1,2.2,0.99,1.28,2.64,1.28,Upstairs
0,9.96,-1.88,1.01,2.11,1.03,1.3,2.64,1.3,Upstairs
0,9.89,-2.19,0.96,2.19,0.98,1.3,2.65,1.3,Upstairs
0,9.94,-2.09,1.09,2.29,1.02,1.4,2.85,1.4,Upstairs
0,9.95,-2.15,1.03,2.45,1.04,1.37,3.13,1.37,Upstairs
0,0.62,-0.12,0.08,0.58,0.11,1.72,9.31,1.72,Upstairs
0,9.95,-1.54,1.16,1.79,1.27,1.47,2.25,1.47,Downstairs
0,9.98,-0.97,1.4,1.99,0.94,1.84,2.44,1.84,Downstairs
0,10.01,-1.41,1.39,2.33,1.09,1.81,2.84,1.81,Downstairs
0,10.09,-1.37,1.47,2.36,1.13,1.89,2.88,1.89,Downstairs
0,9.94,-1.45,1.73,2.48,1.17,2.15,3.01,2.15,Downstairs
0,10.01,-1.39,1.38,2.33,1.04,1.79,2.88,1.79,Downstairs
0,3.45,-0.38,0.57,2.25,0.39,2.1,7.23,2.1,Downstairs
0,9.76,-2.4,1.63,2.06,1.13,2.09,2.5,2.09,Upstairs
0,9.7,-2.96,1.61,2.06,1.11,2.11,2.51,2.11,Upstairs
0,9.5,-3.5,1.64,2.24,1.09,2.08,2.72,2.08,Upstairs
0,9.51,-3.46,1.7,2.2,1.11,2.16,2.74,2.16,Upstairs
0,9.49,-3.48,1.71,2.26,1.11,2.15,2.8,2.15,Upstairs
0,9.41,-3.45,1.89,2.05,1.07,2.31,2.64,2.31,Upstairs
0,9.33,-3.47,1.76,2.19,1,2.21,2.76,2.21,Upstairs
0,10.13,-0.66,0.97,1.86,0.96,1.26,2.25,1.26,Downstairs
0,9.82,-1,1.58,2.41,1.16,2.02,3.09,2.02,Downstairs
0,10.03,-1.18,1.75,2.76,1.09,2.31,3.42,2.31,Downstairs
0,10.02,-1.31,1.84,2.92,1.18,2.4,3.49,2.4,Downstairs
0,9.93,-1.25,1.88,2.92,1.28,2.61,3.57,2.61,Downstairs
0,9.9,-1.17,2.22,3.17,1.18,3.11,3.83,3.11,Downstairs
0,3.07,-0.3,0.74,2.1,0.38,3.34,8.11,3.34,Downstairs
0,9.78,-2.43,1.18,2.09,1.41,1.53,2.66,1.53,Upstairs
0,9.82,-2.16,1.23,2.25,1.17,1.6,2.73,1.6,Upstairs
0,9.94,-2.17,1.15,2.25,1.2,1.45,2.74,1.45,Upstairs
0,9.79,-2.31,1.07,2.51,1.06,1.36,3.09,1.36,Upstairs
0,9.84,-2.45,1.2,2.53,1.18,1.55,3.02,1.55,Upstairs
0,9.86,-2.36,1.3,2.49,1.11,1.7,3.15,1.7,Upstairs
0,9.77,-2.61,1.28,2.61,1.05,1.67,3.11,1.67,Upstairs
0,1.51,-0.45,0.16,1.27,0.38,1.26,8.49,1.26,Upstairs
0,10.09,-0.96,1.59,2.1,1.52,2.01,2.65,2.01,Walking
0,9.96,-0.95,1.75,2.17,1.46,2.08,2.76,2.08,Walking
0,9.84,-1.02,2.18,2.09,1.37,2.51,2.61,2.51,Walking
0,9.64,-0.38,2.72,1.73,1.15,3.04,2.24,3.04,Walking
0,9.7,-0.53,2.64,1.96,1.21,2.94,2.43,2.94,Walking
0,9.73,-0.6,2.28,1.96,1.3,2.63,2.47,2.63,Walking
0,9.67,-0.42,2.91,2.14,1.32,3.19,2.62,3.19,Walking
0,9.63,-0.66,2.77,2.11,1.48,3.15,2.58,3.15,Walking
0,9.71,-0.88,3,2.23,1.66,3.48,2.76,3.48,Walking
0,9.62,-0.58,3.03,2.6,1.6,3.47,3.16,3.47,Walking
0,9.57,-0.56,2.97,2.16,1.56,3.39,2.66,3.39,Walking
0,9.66,-0.63,3,2.39,1.76,3.45,2.96,3.45,Walking
0,9.68,-0.72,3.13,2.6,1.81,3.61,3.14,3.61,Walking
0,9.6,-0.52,3.08,2.6,1.78,3.54,3.21,3.54,Walking
0,9.73,-0.49,2.98,2.84,1.94,3.59,3.56,3.59,Walking
0,9.64,-0.4,2.77,2.46,1.71,3.27,3.05,3.27,Walking
0,9.84,-0.4,2.65,2.73,1.84,3.15,3.36,3.15,Walking
0,9.69,-0.43,2.68,2.47,1.89,3.15,3.06,3.15,Walking
0,9.79,-0.39,2.69,2.66,1.84,3.16,3.3,3.16,Walking
0,9.81,-0.5,2.9,2.64,1.88,3.36,3.2,3.36,Walking
0,9.72,-0.53,2.78,2.75,1.89,3.28,3.38,3.28,Walking
0,9.84,-0.47,2.79,2.95,2.05,3.33,3.56,3.33,Walking
0,9.82,-0.53,2.6,2.74,1.89,3.09,3.32,3.09,Walking
0,9.77,-0.28,2.65,2.66,1.93,3.13,3.22,3.13,Walking
0,9.76,-0.32,2.5,2.43,1.94,3,3.08,3,Walking
0,9.82,-0.26,2.41,2.34,1.6,2.9,2.93,2.9,Walking
0,9.74,-0.28,2.47,2.36,1.72,2.91,2.96,2.91,Walking
0,9.74,-0.34,2.52,2.49,1.71,2.96,3.05,2.96,Walking
0,9.8,-0.23,2.48,2.4,1.82,2.96,2.95,2.96,Walking
0,9.8,-0.24,2.46,2.36,1.73,2.92,2.88,2.92,Walking
0,9.76,-0.04,2.4,2.28,1.54,2.77,2.86,2.77,Walking
0,9.81,-0.32,2.41,2.45,1.81,2.85,3.03,2.85,Walking
0,6.46,-0.24,1.71,2.54,1.22,3.12,4.61,3.12,Walking
0,9.01,1.1,4.2,2.84,1.83,4.94,3.58,4.94,Walking
0,8.99,1.29,3.98,2.66,1.73,4.75,3.33,4.75,Walking
0,9.02,1.42,4.03,2.62,1.84,4.75,3.41,4.75,Walking
0,8.96,1.4,4.01,2.59,1.69,4.72,3.31,4.72,Walking
0,9.09,1.45,3.94,2.67,1.93,4.67,3.42,4.67,Walking
0,9.04,1.43,4.06,2.63,1.73,4.8,3.39,4.8,Walking
0,9.04,1.39,3.98,2.6,1.76,4.75,3.41,4.75,Walking
0,8.89,1.42,3.97,2.78,1.95,4.88,3.5,4.88,Walking
0,9.06,1.35,3.87,2.87,1.84,4.66,3.77,4.66,Walking
0,9.02,1.26,4.01,2.98,1.95,4.84,3.83,4.84,Walking
0,9.08,1.27,3.88,2.83,1.82,4.76,3.63,4.76,Walking
0,9.17,1.21,3.92,2.69,1.84,4.77,3.48,4.77,Walking
0,9.15,1.5,3.94,2.67,1.96,4.8,3.37,4.8,Walking
0,9.05,1.41,3.84,2.73,1.98,4.63,3.59,4.63,Walking
0,9.08,1.4,3.95,2.53,1.9,4.73,3.24,4.73,Walking
0,9.02,1.37,3.86,2.62,1.89,4.69,3.42,4.69,Walking
0,9.07,1.47,3.97,2.72,1.93,4.77,3.5,4.77,Walking
0,9.07,1.38,3.87,2.7,1.84,4.67,3.39,4.67,Walking
0,9.09,1.57,3.94,2.59,1.94,4.71,3.26,4.71,Walking
0,8.99,1.44,3.83,2.43,1.82,4.52,3.14,4.52,Walking
0,9.14,1.37,4.01,2.58,1.8,4.87,3.3,4.87,Walking
0,9.07,1.39,3.8,2.94,1.93,4.64,3.71,4.64,Walking
0,9.07,1.38,3.98,2.55,1.79,4.77,3.31,4.77,Walking
0,8.79,1.51,4.05,2.87,2.16,5,3.71,5,Walking
0,9.07,1.3,3.94,3,2.04,4.89,3.79,4.89,Walking
0,8.85,1.14,4.02,2.79,1.76,4.87,3.64,4.87,Walking
0,9.15,1.25,4.09,2.8,1.91,4.88,3.62,4.88,Walking
0,8.91,1.51,3.86,2.56,1.88,4.65,3.31,4.65,Walking
0,8.83,1.66,3.95,2.48,1.83,4.73,3.29,4.73,Walking
0,8.92,1.63,3.88,2.33,1.72,4.63,3.1,4.63,Walking
0,8.94,1.64,3.94,2.13,1.79,4.56,2.84,4.56,Walking
0,8.97,1.69,3.87,2.26,1.73,4.53,3.01,4.53,Walking
0,8.86,1.37,4.01,2.21,1.75,4.7,3.06,4.7,Walking
0,9.01,1.32,3.92,2.55,1.77,4.71,3.24,4.71,Walking
0,2.2,0.43,1,1.64,0.44,4.6,7.09,4.6,Walking
0,7.96,1.34,5.32,6.04,2.8,6.6,6.86,6.6,Jogging
0,8.15,1.56,5.39,5.9,2.37,6.4,6.6,6.4,Jogging
0,8.13,1.26,5.3,6.29,2.52,6.48,7.08,6.48,Jogging
0,8.14,1.56,5.2,6.34,2.78,6.44,7.11,6.44,Jogging
0,8.37,1.56,5.44,6.33,2.84,6.7,7.12,6.7,Jogging
0,8.2,1.67,5.33,6.62,2.85,6.57,7.37,6.57,Jogging
0,8.44,1.46,5.51,6.44,2.93,6.69,7.24,6.69,Jogging
0,8.58,1.71,5.33,6.19,2.7,6.47,6.97,6.47,Jogging
0,8.27,1.46,5.39,6.72,2.9,6.56,7.5,6.56,Jogging
0,8.13,1.6,5.48,6.35,2.96,6.56,7.2,6.56,Jogging
0,8.12,1.57,5.34,6.44,2.65,6.41,7.17,6.41,Jogging
0,8.1,1.42,5.54,6.43,2.9,6.53,7.24,6.53,Jogging
0,7.93,1.74,5.28,6.43,2.71,6.42,7.23,6.42,Jogging
0,8.51,1.54,5.11,6.2,2.46,6.23,7.01,6.23,Jogging
0,8,1.72,5.06,6.25,2.76,6.31,7.13,6.31,Jogging
0,8.25,1.62,5.31,6.33,2.76,6.49,7.16,6.49,Jogging
0,8.22,1.54,5.43,6.35,2.83,6.65,7.19,6.65,Jogging
0,8.31,1.59,4.97,6.24,2.74,6.11,7.06,6.11,Jogging
0,8.05,1.47,5.22,6.3,2.92,6.33,7.21,6.33,Jogging
0,7.88,1.37,5.5,6.6,3.03,6.6,7.48,6.6,Jogging
0,8.23,1.49,5.55,6.66,3.05,6.71,7.5,6.71,Jogging
0,7.94,1.61,5.19,6.27,3.03,6.41,7.11,6.41,Jogging
0,8.18,1.75,5.21,6.28,3,6.23,7.04,6.23,Jogging
0,8.21,1.62,5.02,6.44,2.89,6.1,7.23,6.1,Jogging
0,8.53,1.55,5.46,6.09,2.92,6.49,6.91,6.49,Jogging
